,id,churn_probability
7716,77715,-1
7717,77716,-1
7718,77717,-1
7719,77718,-1
7720,77719,-1
7721,77720,-1
7722,77721,-1
7723,77722,-1
7724,77723,-1
7725,77724,-1
7726,77725,-1
7727,77726,-1
7728,77727,-1
7729,77728,-1
7730,77729,-1
7731,77730,-1
7732,77731,-1
7733,77732,-1
7734,77733,-1
7735,77734,-1
7736,77735,-1
7737,77736,-1
7738,77737,-1
7739,77738,-1
7740,77739,-1
7741,77740,-1
7742,77741,-1
7743,77742,-1
7744,77743,-1
7745,77744,-1
7746,77745,-1
7747,77746,-1
7748,77747,-1
7749,77748,-1
7750,77749,-1
7751,77750,-1
7752,77751,-1
7753,77752,-1
7754,77753,-1
7755,77754,-1
7756,77755,-1
7757,77756,-1
7758,77757,-1
7759,77758,-1
7760,77759,-1
7761,77760,-1
7762,77761,-1
7763,77762,-1
7764,77763,-1
7765,77764,-1
7766,77765,-1
7767,77766,-1
7768,77767,-1
7769,77768,-1
7770,77769,-1
7771,77770,-1
7772,77771,-1
7773,77772,-1
7774,77773,-1
7775,77774,-1
7776,77775,-1
7777,77776,-1
7778,77777,-1
7779,77778,-1
7780,77779,-1
7781,77780,-1
7782,77781,-1
7783,77782,-1
7784,77783,-1
7785,77784,-1
7786,77785,-1
7787,77786,-1
7788,77787,-1
7789,77788,-1
7790,77789,-1
7791,77790,-1
7792,77791,-1
7793,77792,-1
7794,77793,-1
7795,77794,-1
7796,77795,-1
7797,77796,-1
7798,77797,-1
7799,77798,-1
7800,77799,-1
7801,77800,-1
7802,77801,-1
7803,77802,-1
7804,77803,-1
7805,77804,-1
7806,77805,-1
7807,77806,-1
7808,77807,-1
7809,77808,-1
7810,77809,-1
7811,77810,-1
7812,77811,-1
7813,77812,-1
7814,77813,-1
7815,77814,-1
7816,77815,-1
7817,77816,-1
7818,77817,-1
7819,77818,-1
7820,77819,-1
7821,77820,-1
7822,77821,-1
7823,77822,-1
7824,77823,-1
7825,77824,-1
7826,77825,-1
7827,77826,-1
7828,77827,-1
7829,77828,-1
7830,77829,-1
7831,77830,-1
7832,77831,-1
7833,77832,-1
7834,77833,-1
7835,77834,-1
7836,77835,-1
7837,77836,-1
7838,77837,-1
7839,77838,-1
7840,77839,-1
7841,77840,-1
7842,77841,-1
7843,77842,-1
7844,77843,-1
7845,77844,-1
7846,77845,-1
7847,77846,-1
7848,77847,-1
7849,77848,-1
7850,77849,-1
7851,77850,-1
7852,77851,-1
7853,77852,-1
7854,77853,-1
7855,77854,-1
7856,77855,-1
7857,77856,-1
7858,77857,-1
7859,77858,-1
7860,77859,-1
7861,77860,-1
7862,77861,-1
7863,77862,-1
7864,77863,-1
7865,77864,-1
7866,77865,-1
7867,77866,-1
7868,77867,-1
7869,77868,-1
7870,77869,-1
7871,77870,-1
7872,77871,-1
7873,77872,-1
7874,77873,-1
7875,77874,-1
7876,77875,-1
7877,77876,-1
7878,77877,-1
7879,77878,-1
7880,77879,-1
7881,77880,-1
7882,77881,-1
7883,77882,-1
7884,77883,-1
7885,77884,-1
7886,77885,-1
7887,77886,-1
7888,77887,-1
7889,77888,-1
7890,77889,-1
7891,77890,-1
7892,77891,-1
7893,77892,-1
7894,77893,-1
7895,77894,-1
7896,77895,-1
7897,77896,-1
7898,77897,-1
7899,77898,-1
7900,77899,-1
7901,77900,-1
7902,77901,-1
7903,77902,-1
7904,77903,-1
7905,77904,-1
7906,77905,-1
7907,77906,-1
7908,77907,-1
7909,77908,-1
7910,77909,-1
7911,77910,-1
7912,77911,-1
7913,77912,-1
7914,77913,-1
7915,77914,-1
7916,77915,-1
7917,77916,-1
7918,77917,-1
7919,77918,-1
7920,77919,-1
7921,77920,-1
7922,77921,-1
7923,77922,-1
7924,77923,-1
7925,77924,-1
7926,77925,-1
7927,77926,-1
7928,77927,-1
7929,77928,-1
7930,77929,-1
7931,77930,-1
7932,77931,-1
7933,77932,-1
7934,77933,-1
7935,77934,-1
7936,77935,-1
7937,77936,-1
7938,77937,-1
7939,77938,-1
7940,77939,-1
7941,77940,-1
7942,77941,-1
7943,77942,-1
7944,77943,-1
7945,77944,-1
7946,77945,-1
7947,77946,-1
7948,77947,-1
7949,77948,-1
7950,77949,-1
7951,77950,-1
7952,77951,-1
7953,77952,-1
7954,77953,-1
7955,77954,-1
7956,77955,-1
7957,77956,-1
7958,77957,-1
7959,77958,-1
7960,77959,-1
7961,77960,-1
7962,77961,-1
7963,77962,-1
7964,77963,-1
7965,77964,-1
7966,77965,-1
7967,77966,-1
7968,77967,-1
7969,77968,-1
7970,77969,-1
7971,77970,-1
7972,77971,-1
7973,77972,-1
7974,77973,-1
7975,77974,-1
7976,77975,-1
7977,77976,-1
7978,77977,-1
7979,77978,-1
7980,77979,-1
7981,77980,-1
7982,77981,-1
7983,77982,-1
7984,77983,-1
7985,77984,-1
7986,77985,-1
7987,77986,-1
7988,77987,-1
7989,77988,-1
7990,77989,-1
7991,77990,-1
7992,77991,-1
7993,77992,-1
7994,77993,-1
7995,77994,-1
7996,77995,-1
7997,77996,-1
7998,77997,-1
7999,77998,-1
8000,77999,-1
8001,78000,-1
8002,78001,-1
8003,78002,-1
8004,78003,-1
8005,78004,-1
8006,78005,-1
8007,78006,-1
8008,78007,-1
8009,78008,-1
8010,78009,-1
8011,78010,-1
8012,78011,-1
8013,78012,-1
8014,78013,-1
8015,78014,-1
8016,78015,-1
8017,78016,-1
8018,78017,-1
8019,78018,-1
8020,78019,-1
8021,78020,-1
8022,78021,-1
8023,78022,-1
8024,78023,-1
8025,78024,-1
8026,78025,-1
8027,78026,-1
8028,78027,-1
8029,78028,-1
8030,78029,-1
8031,78030,-1
8032,78031,-1
8033,78032,-1
8034,78033,-1
8035,78034,-1
8036,78035,-1
8037,78036,-1
8038,78037,-1
8039,78038,-1
8040,78039,-1
8041,78040,-1
8042,78041,-1
8043,78042,-1
8044,78043,-1
8045,78044,-1
8046,78045,-1
8047,78046,-1
8048,78047,-1
8049,78048,-1
8050,78049,-1
8051,78050,-1
8052,78051,-1
8053,78052,-1
8054,78053,-1
8055,78054,-1
8056,78055,-1
8057,78056,-1
8058,78057,-1
8059,78058,-1
8060,78059,-1
8061,78060,-1
8062,78061,-1
8063,78062,-1
8064,78063,-1
8065,78064,-1
8066,78065,-1
8067,78066,-1
8068,78067,-1
8069,78068,-1
8070,78069,-1
8071,78070,-1
8072,78071,-1
8073,78072,-1
8074,78073,-1
8075,78074,-1
8076,78075,-1
8077,78076,-1
8078,78077,-1
8079,78078,-1
8080,78079,-1
8081,78080,-1
8082,78081,-1
8083,78082,-1
8084,78083,-1
8085,78084,-1
8086,78085,-1
8087,78086,-1
8088,78087,-1
8089,78088,-1
8090,78089,-1
8091,78090,-1
8092,78091,-1
8093,78092,-1
8094,78093,-1
8095,78094,-1
8096,78095,-1
8097,78096,-1
8098,78097,-1
8099,78098,-1
8100,78099,-1
8101,78100,-1
8102,78101,-1
8103,78102,-1
8104,78103,-1
8105,78104,-1
8106,78105,-1
8107,78106,-1
8108,78107,-1
8109,78108,-1
8110,78109,-1
8111,78110,-1
8112,78111,-1
8113,78112,-1
8114,78113,-1
8115,78114,-1
8116,78115,-1
8117,78116,-1
8118,78117,-1
8119,78118,-1
8120,78119,-1
8121,78120,-1
8122,78121,-1
8123,78122,-1
8124,78123,-1
8125,78124,-1
8126,78125,-1
8127,78126,-1
8128,78127,-1
8129,78128,-1
8130,78129,-1
8131,78130,-1
8132,78131,-1
8133,78132,-1
8134,78133,-1
8135,78134,-1
8136,78135,-1
8137,78136,-1
8138,78137,-1
8139,78138,-1
8140,78139,-1
8141,78140,-1
8142,78141,-1
8143,78142,-1
8144,78143,-1
8145,78144,-1
8146,78145,-1
8147,78146,-1
8148,78147,-1
8149,78148,-1
8150,78149,-1
8151,78150,-1
8152,78151,-1
8153,78152,-1
8154,78153,-1
8155,78154,-1
8156,78155,-1
8157,78156,-1
8158,78157,-1
8159,78158,-1
8160,78159,-1
8161,78160,-1
8162,78161,-1
8163,78162,-1
8164,78163,-1
8165,78164,-1
8166,78165,-1
8167,78166,-1
8168,78167,-1
8169,78168,-1
8170,78169,-1
8171,78170,-1
8172,78171,-1
8173,78172,-1
8174,78173,-1
8175,78174,-1
8176,78175,-1
8177,78176,-1
8178,78177,-1
8179,78178,-1
8180,78179,-1
8181,78180,-1
8182,78181,-1
8183,78182,-1
8184,78183,-1
8185,78184,-1
8186,78185,-1
8187,78186,-1
8188,78187,-1
8189,78188,-1
8190,78189,-1
8191,78190,-1
8192,78191,-1
8193,78192,-1
8194,78193,-1
8195,78194,-1
8196,78195,-1
8197,78196,-1
8198,78197,-1
8199,78198,-1
8200,78199,-1
8201,78200,-1
8202,78201,-1
8203,78202,-1
8204,78203,-1
8205,78204,-1
8206,78205,-1
8207,78206,-1
8208,78207,-1
8209,78208,-1
8210,78209,-1
8211,78210,-1
8212,78211,-1
8213,78212,-1
8214,78213,-1
8215,78214,-1
8216,78215,-1
8217,78216,-1
8218,78217,-1
8219,78218,-1
8220,78219,-1
8221,78220,-1
8222,78221,-1
8223,78222,-1
8224,78223,-1
8225,78224,-1
8226,78225,-1
8227,78226,-1
8228,78227,-1
8229,78228,-1
8230,78229,-1
8231,78230,-1
8232,78231,-1
8233,78232,-1
8234,78233,-1
8235,78234,-1
8236,78235,-1
8237,78236,-1
8238,78237,-1
8239,78238,-1
8240,78239,-1
8241,78240,-1
8242,78241,-1
8243,78242,-1
8244,78243,-1
8245,78244,-1
8246,78245,-1
8247,78246,-1
8248,78247,-1
8249,78248,-1
8250,78249,-1
8251,78250,-1
8252,78251,-1
8253,78252,-1
8254,78253,-1
8255,78254,-1
8256,78255,-1
8257,78256,-1
8258,78257,-1
8259,78258,-1
8260,78259,-1
8261,78260,-1
8262,78261,-1
8263,78262,-1
8264,78263,-1
8265,78264,-1
8266,78265,-1
8267,78266,-1
8268,78267,-1
8269,78268,-1
8270,78269,-1
8271,78270,-1
8272,78271,-1
8273,78272,-1
8274,78273,-1
8275,78274,-1
8276,78275,-1
8277,78276,-1
8278,78277,-1
8279,78278,-1
8280,78279,-1
8281,78280,-1
8282,78281,-1
8283,78282,-1
8284,78283,-1
8285,78284,-1
8286,78285,-1
8287,78286,-1
8288,78287,-1
8289,78288,-1
8290,78289,-1
8291,78290,-1
8292,78291,-1
8293,78292,-1
8294,78293,-1
8295,78294,-1
8296,78295,-1
8297,78296,-1
8298,78297,-1
8299,78298,-1
8300,78299,-1
8301,78300,-1
8302,78301,-1
8303,78302,-1
8304,78303,-1
8305,78304,-1
8306,78305,-1
8307,78306,-1
8308,78307,-1
8309,78308,-1
8310,78309,-1
8311,78310,-1
8312,78311,-1
8313,78312,-1
8314,78313,-1
8315,78314,-1
8316,78315,-1
8317,78316,-1
8318,78317,-1
8319,78318,-1
8320,78319,-1
8321,78320,-1
8322,78321,-1
8323,78322,-1
8324,78323,-1
8325,78324,-1
8326,78325,-1
8327,78326,-1
8328,78327,-1
8329,78328,-1
8330,78329,-1
8331,78330,-1
8332,78331,-1
8333,78332,-1
8334,78333,-1
8335,78334,-1
8336,78335,-1
8337,78336,-1
8338,78337,-1
8339,78338,-1
8340,78339,-1
8341,78340,-1
8342,78341,-1
8343,78342,-1
8344,78343,-1
8345,78344,-1
8346,78345,-1
8347,78346,-1
8348,78347,-1
8349,78348,-1
8350,78349,-1
8351,78350,-1
8352,78351,-1
8353,78352,-1
8354,78353,-1
8355,78354,-1
8356,78355,-1
8357,78356,-1
8358,78357,-1
8359,78358,-1
8360,78359,-1
8361,78360,-1
8362,78361,-1
8363,78362,-1
8364,78363,-1
8365,78364,-1
8366,78365,-1
8367,78366,-1
8368,78367,-1
8369,78368,-1
8370,78369,-1
8371,78370,-1
8372,78371,-1
8373,78372,-1
8374,78373,-1
8375,78374,-1
8376,78375,-1
8377,78376,-1
8378,78377,-1
8379,78378,-1
8380,78379,-1
8381,78380,-1
8382,78381,-1
8383,78382,-1
8384,78383,-1
8385,78384,-1
8386,78385,-1
8387,78386,-1
8388,78387,-1
8389,78388,-1
8390,78389,-1
8391,78390,-1
8392,78391,-1
8393,78392,-1
8394,78393,-1
8395,78394,-1
8396,78395,-1
8397,78396,-1
8398,78397,-1
8399,78398,-1
8400,78399,-1
8401,78400,-1
8402,78401,-1
8403,78402,-1
8404,78403,-1
8405,78404,-1
8406,78405,-1
8407,78406,-1
8408,78407,-1
8409,78408,-1
8410,78409,-1
8411,78410,-1
8412,78411,-1
8413,78412,-1
8414,78413,-1
8415,78414,-1
8416,78415,-1
8417,78416,-1
8418,78417,-1
8419,78418,-1
8420,78419,-1
8421,78420,-1
8422,78421,-1
8423,78422,-1
8424,78423,-1
8425,78424,-1
8426,78425,-1
8427,78426,-1
8428,78427,-1
8429,78428,-1
8430,78429,-1
8431,78430,-1
8432,78431,-1
8433,78432,-1
8434,78433,-1
8435,78434,-1
8436,78435,-1
8437,78436,-1
8438,78437,-1
8439,78438,-1
8440,78439,-1
8441,78440,-1
8442,78441,-1
8443,78442,-1
8444,78443,-1
8445,78444,-1
8446,78445,-1
8447,78446,-1
8448,78447,-1
8449,78448,-1
8450,78449,-1
8451,78450,-1
8452,78451,-1
8453,78452,-1
8454,78453,-1
8455,78454,-1
8456,78455,-1
8457,78456,-1
8458,78457,-1
8459,78458,-1
8460,78459,-1
8461,78460,-1
8462,78461,-1
8463,78462,-1
8464,78463,-1
8465,78464,-1
8466,78465,-1
8467,78466,-1
8468,78467,-1
8469,78468,-1
8470,78469,-1
8471,78470,-1
8472,78471,-1
8473,78472,-1
8474,78473,-1
8475,78474,-1
8476,78475,-1
8477,78476,-1
8478,78477,-1
8479,78478,-1
8480,78479,-1
8481,78480,-1
8482,78481,-1
8483,78482,-1
8484,78483,-1
8485,78484,-1
8486,78485,-1
8487,78486,-1
8488,78487,-1
8489,78488,-1
8490,78489,-1
8491,78490,-1
8492,78491,-1
8493,78492,-1
8494,78493,-1
8495,78494,-1
8496,78495,-1
8497,78496,-1
8498,78497,-1
8499,78498,-1
8500,78499,-1
8501,78500,-1
8502,78501,-1
8503,78502,-1
8504,78503,-1
8505,78504,-1
8506,78505,-1
8507,78506,-1
8508,78507,-1
8509,78508,-1
8510,78509,-1
8511,78510,-1
8512,78511,-1
8513,78512,-1
8514,78513,-1
8515,78514,-1
8516,78515,-1
8517,78516,-1
8518,78517,-1
8519,78518,-1
8520,78519,-1
8521,78520,-1
8522,78521,-1
8523,78522,-1
8524,78523,-1
8525,78524,-1
8526,78525,-1
8527,78526,-1
8528,78527,-1
8529,78528,-1
8530,78529,-1
8531,78530,-1
8532,78531,-1
8533,78532,-1
8534,78533,-1
8535,78534,-1
8536,78535,-1
8537,78536,-1
8538,78537,-1
8539,78538,-1
8540,78539,-1
8541,78540,-1
8542,78541,-1
8543,78542,-1
8544,78543,-1
8545,78544,-1
8546,78545,-1
8547,78546,-1
8548,78547,-1
8549,78548,-1
8550,78549,-1
8551,78550,-1
8552,78551,-1
8553,78552,-1
8554,78553,-1
8555,78554,-1
8556,78555,-1
8557,78556,-1
8558,78557,-1
8559,78558,-1
8560,78559,-1
8561,78560,-1
8562,78561,-1
8563,78562,-1
8564,78563,-1
8565,78564,-1
8566,78565,-1
8567,78566,-1
8568,78567,-1
8569,78568,-1
8570,78569,-1
8571,78570,-1
8572,78571,-1
8573,78572,-1
8574,78573,-1
8575,78574,-1
8576,78575,-1
8577,78576,-1
8578,78577,-1
8579,78578,-1
8580,78579,-1
8581,78580,-1
8582,78581,-1
8583,78582,-1
8584,78583,-1
8585,78584,-1
8586,78585,-1
8587,78586,-1
8588,78587,-1
8589,78588,-1
8590,78589,-1
8591,78590,-1
8592,78591,-1
8593,78592,-1
8594,78593,-1
8595,78594,-1
8596,78595,-1
8597,78596,-1
8598,78597,-1
8599,78598,-1
8600,78599,-1
8601,78600,-1
8602,78601,-1
8603,78602,-1
8604,78603,-1
8605,78604,-1
8606,78605,-1
8607,78606,-1
8608,78607,-1
8609,78608,-1
8610,78609,-1
8611,78610,-1
8612,78611,-1
8613,78612,-1
8614,78613,-1
8615,78614,-1
8616,78615,-1
8617,78616,-1
8618,78617,-1
8619,78618,-1
8620,78619,-1
8621,78620,-1
8622,78621,-1
8623,78622,-1
8624,78623,-1
8625,78624,-1
8626,78625,-1
8627,78626,-1
8628,78627,-1
8629,78628,-1
8630,78629,-1
8631,78630,-1
8632,78631,-1
8633,78632,-1
8634,78633,-1
8635,78634,-1
8636,78635,-1
8637,78636,-1
8638,78637,-1
8639,78638,-1
8640,78639,-1
8641,78640,-1
8642,78641,-1
8643,78642,-1
8644,78643,-1
8645,78644,-1
8646,78645,-1
8647,78646,-1
8648,78647,-1
8649,78648,-1
8650,78649,-1
8651,78650,-1
8652,78651,-1
8653,78652,-1
8654,78653,-1
8655,78654,-1
8656,78655,-1
8657,78656,-1
8658,78657,-1
8659,78658,-1
8660,78659,-1
8661,78660,-1
8662,78661,-1
8663,78662,-1
8664,78663,-1
8665,78664,-1
8666,78665,-1
8667,78666,-1
8668,78667,-1
8669,78668,-1
8670,78669,-1
8671,78670,-1
8672,78671,-1
8673,78672,-1
8674,78673,-1
8675,78674,-1
8676,78675,-1
8677,78676,-1
8678,78677,-1
8679,78678,-1
8680,78679,-1
8681,78680,-1
8682,78681,-1
8683,78682,-1
8684,78683,-1
8685,78684,-1
8686,78685,-1
8687,78686,-1
8688,78687,-1
8689,78688,-1
8690,78689,-1
8691,78690,-1
8692,78691,-1
8693,78692,-1
8694,78693,-1
8695,78694,-1
8696,78695,-1
8697,78696,-1
8698,78697,-1
8699,78698,-1
8700,78699,-1
8701,78700,-1
8702,78701,-1
8703,78702,-1
8704,78703,-1
8705,78704,-1
8706,78705,-1
8707,78706,-1
8708,78707,-1
8709,78708,-1
8710,78709,-1
8711,78710,-1
8712,78711,-1
8713,78712,-1
8714,78713,-1
8715,78714,-1
8716,78715,-1
8717,78716,-1
8718,78717,-1
8719,78718,-1
8720,78719,-1
8721,78720,-1
8722,78721,-1
8723,78722,-1
8724,78723,-1
8725,78724,-1
8726,78725,-1
8727,78726,-1
8728,78727,-1
8729,78728,-1
8730,78729,-1
8731,78730,-1
8732,78731,-1
8733,78732,-1
8734,78733,-1
8735,78734,-1
8736,78735,-1
8737,78736,-1
8738,78737,-1
8739,78738,-1
8740,78739,-1
8741,78740,-1
8742,78741,-1
8743,78742,-1
8744,78743,-1
8745,78744,-1
8746,78745,-1
8747,78746,-1
8748,78747,-1
8749,78748,-1
8750,78749,-1
8751,78750,-1
8752,78751,-1
8753,78752,-1
8754,78753,-1
8755,78754,-1
8756,78755,-1
8757,78756,-1
8758,78757,-1
8759,78758,-1
8760,78759,-1
8761,78760,-1
8762,78761,-1
8763,78762,-1
8764,78763,-1
8765,78764,-1
8766,78765,-1
8767,78766,-1
8768,78767,-1
8769,78768,-1
8770,78769,-1
8771,78770,-1
8772,78771,-1
8773,78772,-1
8774,78773,-1
8775,78774,-1
8776,78775,-1
8777,78776,-1
8778,78777,-1
8779,78778,-1
8780,78779,-1
8781,78780,-1
8782,78781,-1
8783,78782,-1
8784,78783,-1
8785,78784,-1
8786,78785,-1
8787,78786,-1
8788,78787,-1
8789,78788,-1
8790,78789,-1
8791,78790,-1
8792,78791,-1
8793,78792,-1
8794,78793,-1
8795,78794,-1
8796,78795,-1
8797,78796,-1
8798,78797,-1
8799,78798,-1
8800,78799,-1
8801,78800,-1
8802,78801,-1
8803,78802,-1
8804,78803,-1
8805,78804,-1
8806,78805,-1
8807,78806,-1
8808,78807,-1
8809,78808,-1
8810,78809,-1
8811,78810,-1
8812,78811,-1
8813,78812,-1
8814,78813,-1
8815,78814,-1
8816,78815,-1
8817,78816,-1
8818,78817,-1
8819,78818,-1
8820,78819,-1
8821,78820,-1
8822,78821,-1
8823,78822,-1
8824,78823,-1
8825,78824,-1
8826,78825,-1
8827,78826,-1
8828,78827,-1
8829,78828,-1
8830,78829,-1
8831,78830,-1
8832,78831,-1
8833,78832,-1
8834,78833,-1
8835,78834,-1
8836,78835,-1
8837,78836,-1
8838,78837,-1
8839,78838,-1
8840,78839,-1
8841,78840,-1
8842,78841,-1
8843,78842,-1
8844,78843,-1
8845,78844,-1
8846,78845,-1
8847,78846,-1
8848,78847,-1
8849,78848,-1
8850,78849,-1
8851,78850,-1
8852,78851,-1
8853,78852,-1
8854,78853,-1
8855,78854,-1
8856,78855,-1
8857,78856,-1
8858,78857,-1
8859,78858,-1
8860,78859,-1
8861,78860,-1
8862,78861,-1
8863,78862,-1
8864,78863,-1
8865,78864,-1
8866,78865,-1
8867,78866,-1
8868,78867,-1
8869,78868,-1
8870,78869,-1
8871,78870,-1
8872,78871,-1
8873,78872,-1
8874,78873,-1
8875,78874,-1
8876,78875,-1
8877,78876,-1
8878,78877,-1
8879,78878,-1
8880,78879,-1
8881,78880,-1
8882,78881,-1
8883,78882,-1
8884,78883,-1
8885,78884,-1
8886,78885,-1
8887,78886,-1
8888,78887,-1
8889,78888,-1
8890,78889,-1
8891,78890,-1
8892,78891,-1
8893,78892,-1
8894,78893,-1
8895,78894,-1
8896,78895,-1
8897,78896,-1
8898,78897,-1
8899,78898,-1
8900,78899,-1
8901,78900,-1
8902,78901,-1
8903,78902,-1
8904,78903,-1
8905,78904,-1
8906,78905,-1
8907,78906,-1
8908,78907,-1
8909,78908,-1
8910,78909,-1
8911,78910,-1
8912,78911,-1
8913,78912,-1
8914,78913,-1
8915,78914,-1
8916,78915,-1
8917,78916,-1
8918,78917,-1
8919,78918,-1
8920,78919,-1
8921,78920,-1
8922,78921,-1
8923,78922,-1
8924,78923,-1
8925,78924,-1
8926,78925,-1
8927,78926,-1
8928,78927,-1
8929,78928,-1
8930,78929,-1
8931,78930,-1
8932,78931,-1
8933,78932,-1
8934,78933,-1
8935,78934,-1
8936,78935,-1
8937,78936,-1
8938,78937,-1
8939,78938,-1
8940,78939,-1
8941,78940,-1
8942,78941,-1
8943,78942,-1
8944,78943,-1
8945,78944,-1
8946,78945,-1
8947,78946,-1
8948,78947,-1
8949,78948,-1
8950,78949,-1
8951,78950,-1
8952,78951,-1
8953,78952,-1
8954,78953,-1
8955,78954,-1
8956,78955,-1
8957,78956,-1
8958,78957,-1
8959,78958,-1
8960,78959,-1
8961,78960,-1
8962,78961,-1
8963,78962,-1
8964,78963,-1
8965,78964,-1
8966,78965,-1
8967,78966,-1
8968,78967,-1
8969,78968,-1
8970,78969,-1
8971,78970,-1
8972,78971,-1
8973,78972,-1
8974,78973,-1
8975,78974,-1
8976,78975,-1
8977,78976,-1
8978,78977,-1
8979,78978,-1
8980,78979,-1
8981,78980,-1
8982,78981,-1
8983,78982,-1
8984,78983,-1
8985,78984,-1
8986,78985,-1
8987,78986,-1
8988,78987,-1
8989,78988,-1
8990,78989,-1
8991,78990,-1
8992,78991,-1
8993,78992,-1
8994,78993,-1
8995,78994,-1
8996,78995,-1
8997,78996,-1
8998,78997,-1
8999,78998,-1
9000,78999,-1
9001,79000,-1
9002,79001,-1
9003,79002,-1
9004,79003,-1
9005,79004,-1
9006,79005,-1
9007,79006,-1
9008,79007,-1
9009,79008,-1
9010,79009,-1
9011,79010,-1
9012,79011,-1
9013,79012,-1
9014,79013,-1
9015,79014,-1
9016,79015,-1
9017,79016,-1
9018,79017,-1
9019,79018,-1
9020,79019,-1
9021,79020,-1
9022,79021,-1
9023,79022,-1
9024,79023,-1
9025,79024,-1
9026,79025,-1
9027,79026,-1
9028,79027,-1
9029,79028,-1
9030,79029,-1
9031,79030,-1
9032,79031,-1
9033,79032,-1
9034,79033,-1
9035,79034,-1
9036,79035,-1
9037,79036,-1
9038,79037,-1
9039,79038,-1
9040,79039,-1
9041,79040,-1
9042,79041,-1
9043,79042,-1
9044,79043,-1
9045,79044,-1
9046,79045,-1
9047,79046,-1
9048,79047,-1
9049,79048,-1
9050,79049,-1
9051,79050,-1
9052,79051,-1
9053,79052,-1
9054,79053,-1
9055,79054,-1
9056,79055,-1
9057,79056,-1
9058,79057,-1
9059,79058,-1
9060,79059,-1
9061,79060,-1
9062,79061,-1
9063,79062,-1
9064,79063,-1
9065,79064,-1
9066,79065,-1
9067,79066,-1
9068,79067,-1
9069,79068,-1
9070,79069,-1
9071,79070,-1
9072,79071,-1
9073,79072,-1
9074,79073,-1
9075,79074,-1
9076,79075,-1
9077,79076,-1
9078,79077,-1
9079,79078,-1
9080,79079,-1
9081,79080,-1
9082,79081,-1
9083,79082,-1
9084,79083,-1
9085,79084,-1
9086,79085,-1
9087,79086,-1
9088,79087,-1
9089,79088,-1
9090,79089,-1
9091,79090,-1
9092,79091,-1
9093,79092,-1
9094,79093,-1
9095,79094,-1
9096,79095,-1
9097,79096,-1
9098,79097,-1
9099,79098,-1
9100,79099,-1
9101,79100,-1
9102,79101,-1
9103,79102,-1
9104,79103,-1
9105,79104,-1
9106,79105,-1
9107,79106,-1
9108,79107,-1
9109,79108,-1
9110,79109,-1
9111,79110,-1
9112,79111,-1
9113,79112,-1
9114,79113,-1
9115,79114,-1
9116,79115,-1
9117,79116,-1
9118,79117,-1
9119,79118,-1
9120,79119,-1
9121,79120,-1
9122,79121,-1
9123,79122,-1
9124,79123,-1
9125,79124,-1
9126,79125,-1
9127,79126,-1
9128,79127,-1
9129,79128,-1
9130,79129,-1
9131,79130,-1
9132,79131,-1
9133,79132,-1
9134,79133,-1
9135,79134,-1
9136,79135,-1
9137,79136,-1
9138,79137,-1
9139,79138,-1
9140,79139,-1
9141,79140,-1
9142,79141,-1
9143,79142,-1
9144,79143,-1
9145,79144,-1
9146,79145,-1
9147,79146,-1
9148,79147,-1
9149,79148,-1
9150,79149,-1
9151,79150,-1
9152,79151,-1
9153,79152,-1
9154,79153,-1
9155,79154,-1
9156,79155,-1
9157,79156,-1
9158,79157,-1
9159,79158,-1
9160,79159,-1
9161,79160,-1
9162,79161,-1
9163,79162,-1
9164,79163,-1
9165,79164,-1
9166,79165,-1
9167,79166,-1
9168,79167,-1
9169,79168,-1
9170,79169,-1
9171,79170,-1
9172,79171,-1
9173,79172,-1
9174,79173,-1
9175,79174,-1
9176,79175,-1
9177,79176,-1
9178,79177,-1
9179,79178,-1
9180,79179,-1
9181,79180,-1
9182,79181,-1
9183,79182,-1
9184,79183,-1
9185,79184,-1
9186,79185,-1
9187,79186,-1
9188,79187,-1
9189,79188,-1
9190,79189,-1
9191,79190,-1
9192,79191,-1
9193,79192,-1
9194,79193,-1
9195,79194,-1
9196,79195,-1
9197,79196,-1
9198,79197,-1
9199,79198,-1
9200,79199,-1
9201,79200,-1
9202,79201,-1
9203,79202,-1
9204,79203,-1
9205,79204,-1
9206,79205,-1
9207,79206,-1
9208,79207,-1
9209,79208,-1
9210,79209,-1
9211,79210,-1
9212,79211,-1
9213,79212,-1
9214,79213,-1
9215,79214,-1
9216,79215,-1
9217,79216,-1
9218,79217,-1
9219,79218,-1
9220,79219,-1
9221,79220,-1
9222,79221,-1
9223,79222,-1
9224,79223,-1
9225,79224,-1
9226,79225,-1
9227,79226,-1
9228,79227,-1
9229,79228,-1
9230,79229,-1
9231,79230,-1
9232,79231,-1
9233,79232,-1
9234,79233,-1
9235,79234,-1
9236,79235,-1
9237,79236,-1
9238,79237,-1
9239,79238,-1
9240,79239,-1
9241,79240,-1
9242,79241,-1
9243,79242,-1
9244,79243,-1
9245,79244,-1
9246,79245,-1
9247,79246,-1
9248,79247,-1
9249,79248,-1
9250,79249,-1
9251,79250,-1
9252,79251,-1
9253,79252,-1
9254,79253,-1
9255,79254,-1
9256,79255,-1
9257,79256,-1
9258,79257,-1
9259,79258,-1
9260,79259,-1
9261,79260,-1
9262,79261,-1
9263,79262,-1
9264,79263,-1
9265,79264,-1
9266,79265,-1
9267,79266,-1
9268,79267,-1
9269,79268,-1
